"f" "voor" "ref" "hyp"
"2563" "07072022_result.TextGrid" 107 "judgeid" "id"
"2564" "07072022_result.TextGrid" 107 "nagu" "nagu"
"2565" "07072022_result.TextGrid" 107 "main" "main"
"2566" "07072022_result.TextGrid" 107 "judgeid" "jageid"
"2567" "07072022_result.TextGrid" 107 "sest" "sest"
"2568" "07072022_result.TextGrid" 107 "no" "no"
"2569" "07072022_result.TextGrid" 107 "story" "story"
"2570" "07072022_result.TextGrid" 107 "on" "####"
"2571" "07072022_result.TextGrid" 107 "sellel" "on"
"2572" "07072022_result.TextGrid" 107 "et" "sellel"
"2573" "07072022_result.TextGrid" 107 "kes" "kes"
"2574" "07072022_result.TextGrid" 107 "kes" "kes"
"2575" "07072022_result.TextGrid" 107 "küsis" "küsis"
"2576" "07072022_result.TextGrid" 107 "seda" "seda"
"2577" "07072022_result.TextGrid" 107 "me" "me"
"2578" "07072022_result.TextGrid" 107 "temaga" "temaga"
"2579" "07072022_result.TextGrid" 107 "arutasime" "arutasime"
"2580" "07072022_result.TextGrid" 107 "me" "####"
"2581" "07072022_result.TextGrid" 107 "rääkisime" "####"
"2582" "07072022_result.TextGrid" 107 "drag" "me"
"2583" "07072022_result.TextGrid" 107 "race" "rääkisime"
"2584" "07072022_result.TextGrid" 107 "hollandist" "hollandist"
"2585" "07072022_result.TextGrid" 107 "millele" "millele"
"2586" "07072022_result.TextGrid" 107 "me" "me"
"2587" "07072022_result.TextGrid" 107 "jõuame" "jõuame"
"2588" "07072022_result.TextGrid" 107 "ka" "ka"
"2589" "07072022_result.TextGrid" 107 "peagi" "####"
"2590" "07072022_result.TextGrid" 107 "ja" "####"
"2591" "07072022_result.TextGrid" 107 "drag" "peagi"
"2592" "07072022_result.TextGrid" 107 "race" "ja"
"2593" "07072022_result.TextGrid" 107 "prantsusmaast" "prantsusmaast"
"2594" "07072022_result.TextGrid" 107 "ja" "ja"
"2595" "07072022_result.TextGrid" 107 "me" "me"
"2596" "07072022_result.TextGrid" 107 "hakkasime" "hakkasime"
"2597" "07072022_result.TextGrid" 107 "üldse" "üldse"
"2598" "07072022_result.TextGrid" 107 "rääkima" "rääkima"
"2599" "07072022_result.TextGrid" 107 "sellest" "sellest"
"2600" "07072022_result.TextGrid" 107 "et" "et"
"2601" "07072022_result.TextGrid" 107 "kui" "kui"
"2602" "07072022_result.TextGrid" 107 "on" "####"
"2603" "07072022_result.TextGrid" 107 "nagu" "on"
"2604" "07072022_result.TextGrid" 107 "drag" "nagu"
"2605" "07072022_result.TextGrid" 107 "race" "dragrace"
"2606" "07072022_result.TextGrid" 107 "eesti" "eesti"
"2607" "07072022_result.TextGrid" 107 "esiteks" "esiteks"
"2608" "07072022_result.TextGrid" 107 "millised" "millised"
"2609" "07072022_result.TextGrid" 107 "nagu" "nagu"
"2610" "07072022_result.TextGrid" 107 "need" "need"
"2611" "07072022_result.TextGrid" 108 "fraasid" "fraasid"
"2612" "07072022_result.TextGrid" 108 "oleks" "oleks"
"2613" "07072022_result.TextGrid" 108 "härrasmehed" "härrasmehed"
"2614" "07072022_result.TextGrid" 109 "pange" "pange"
"2615" "07072022_result.TextGrid" 109 "enda" "enda"
"2616" "07072022_result.TextGrid" 109 "mootorid" "mootorid"
"2617" "07072022_result.TextGrid" 109 "valmis" "valmis"
"2618" "07072022_result.TextGrid" 109 "aga" "####"
"2619" "07072022_result.TextGrid" 109 "nad" "####"
"2620" "07072022_result.TextGrid" 109 "ei" "####"
"2621" "07072022_result.TextGrid" 109 "kasuta" "####"
"2622" "07072022_result.TextGrid" 109 "enam" "####"
"2623" "07072022_result.TextGrid" 110 "seda" "seda"
"2624" "07072022_result.TextGrid" 110 "ju" "####"
"2625" "07072022_result.TextGrid" 110 "ei" "ei"
"2626" "07072022_result.TextGrid" 110 "no" "no"
"2627" "07072022_result.TextGrid" 110 "okei" "okei"
"2628" "07072022_result.TextGrid" 110 "enam" "enam"
"2629" "07072022_result.TextGrid" 110 "fem" "####"
"2630" "07072022_result.TextGrid" 110 "queen" "####"
"2631" "07072022_result.TextGrid" 110 "jaa" "####"
"2632" "07072022_result.TextGrid" 110 "nüüd" "####"
"2633" "07072022_result.TextGrid" 110 "on" "####"
"2634" "07072022_result.TextGrid" 110 "mingi" "ning"
"2635" "07072022_result.TextGrid" 110 "nüüd" "nüüd"
"2636" "07072022_result.TextGrid" 110 "ei" "ei"
"2637" "07072022_result.TextGrid" 110 "ole" "ole"
"2638" "07072022_result.TextGrid" 110 "enam" "enam"
"2639" "07072022_result.TextGrid" 110 "härrasmehed" "härrasmehe"
"2640" "07072022_result.TextGrid" 110 "nüüd" "nüüd"
"2641" "07072022_result.TextGrid" 110 "on" "on"
"2642" "07072022_result.TextGrid" 110 "mingi" "mingi"
"2643" "07072022_result.TextGrid" 110 "racers" "####"
"2644" "07072022_result.TextGrid" 110 "cun" "####"
"2645" "07072022_result.TextGrid" 110 "racers" "####"
"2646" "07072022_result.TextGrid" 110 "jaa" "####"
"2647" "07072022_result.TextGrid" 110 "jaa" "####"
"2648" "07072022_result.TextGrid" 110 "jaa" "####"
"2649" "07072022_result.TextGrid" 110 "jaa" "####"
"2650" "07072022_result.TextGrid" 111 "gender" "####"
"2651" "07072022_result.TextGrid" 111 "neutral" "####"
"2652" "07072022_result.TextGrid" 111 "gender" "jendr"
"2653" "07072022_result.TextGrid" 111 "neutral" "neutral"
"2654" "07072022_result.TextGrid" 111 "aga" "aga"
"2655" "07072022_result.TextGrid" 111 "no" "no"
"2656" "07072022_result.TextGrid" 111 "ü" "####"
"2657" "07072022_result.TextGrid" 111 "üldiselt" "üldiselt"
"2658" "07072022_result.TextGrid" 111 "mingi" "mingid"
"2659" "07072022_result.TextGrid" 111 "sihukesed" "niisugused"
"2660" "07072022_result.TextGrid" 111 "asjad" "asjad"
"2661" "07072022_result.TextGrid" 111 "aga" "aga"
"2662" "07072022_result.TextGrid" 111 "siis" "siis"
"2663" "07072022_result.TextGrid" 111 "hakkasime" "akkasime"
"2664" "07072022_result.TextGrid" 111 "mõtlema" "mõtlema"
"2665" "07072022_result.TextGrid" 111 "ka" "ka"
"2666" "07072022_result.TextGrid" 111 "et" "et"
"2667" "07072022_result.TextGrid" 111 "kes" "kes"
"2668" "07072022_result.TextGrid" 111 "meil" "meil"
"2669" "07072022_result.TextGrid" 111 "oleksid" "oleksid"
"2670" "07072022_result.TextGrid" 111 "judgeid" "gargei"
"2671" "07072022_result.TextGrid" 111 "me" "me"
"2672" "07072022_result.TextGrid" 111 "otsustasime" "otsustasime"
"2673" "07072022_result.TextGrid" 111 "et" "et"
"2674" "07072022_result.TextGrid" 111 "no" "no"
"2675" "07072022_result.TextGrid" 111 "sina" "sina"
"2676" "07072022_result.TextGrid" 111 "rene" "rene"
"2677" "07072022_result.TextGrid" 111 "oleksid" "oleksid"
"2678" "07072022_result.TextGrid" 111 "ilmselgelt" "ilmselgelt"
"2679" "07072022_result.TextGrid" 111 "rupaul" "####"
"2680" "07072022_result.TextGrid" 111 "rupaul" "####"
"2681" "07072022_result.TextGrid" 111 "rupaul" "ruble"
"2682" "07072022_result.TextGrid" 112 "rupaul" "rub"
"2683" "07072022_result.TextGrid" 113 "mina" "mina"
"2684" "07072022_result.TextGrid" 113 "näeksin" "näeksin"
"2685" "07072022_result.TextGrid" 113 "seda" "seda"
"2686" "07072022_result.TextGrid" 113 "et" "et"
"2687" "07072022_result.TextGrid" 113 "grete" "grete"
"2688" "07072022_result.TextGrid" 113 "on" "on"
"2689" "07072022_result.TextGrid" 113 "michelle" "####"
"2690" "07072022_result.TextGrid" 113 "visage" "####"
"2691" "07072022_result.TextGrid" 113 "kindlasti" "####"
"2692" "07072022_result.TextGrid" 113 "või" "####"
"2693" "07072022_result.TextGrid" 113 "he" "####"
"2694" "07072022_result.TextGrid" 113 "he" "####"
"2695" "07072022_result.TextGrid" 114 "ma" "ma"
"2696" "07072022_result.TextGrid" 114 "arvan" "arvan"
"2697" "07072022_result.TextGrid" 114 "et" "####"
"2698" "07072022_result.TextGrid" 114 "ma" "ma"
"2699" "07072022_result.TextGrid" 114 "arvan" "arvan"
"2700" "07072022_result.TextGrid" 114 "et" "####"
"2701" "07072022_result.TextGrid" 114 "heli" "####"
"2702" "07072022_result.TextGrid" 114 "helina" "helina"
"2703" "07072022_result.TextGrid" 114 "helina" "helina"
"2704" "07072022_result.TextGrid" 114 "oleks" "oleks"
"2705" "07072022_result.TextGrid" 114 "mu" "mu"
"2706" "07072022_result.TextGrid" 114 "esimene" "esimene"
"2707" "07072022_result.TextGrid" 114 "choice" "####"
"2708" "07072022_result.TextGrid" 114 "jaa" "jois"
"2709" "07072022_result.TextGrid" 114 "helina" "elina"
"2710" "07072022_result.TextGrid" 114 "oleks" "oleks"
"2711" "07072022_result.TextGrid" 114 "helinaga" "helinagu"
"2712" "07072022_result.TextGrid" 114 "ma" "ma"
"2713" "07072022_result.TextGrid" 114 "ei" "ei"
"2714" "07072022_result.TextGrid" 114 "ole" "ole"
"2715" "07072022_result.TextGrid" 114 "kohtunud" "kohtunud"
"2716" "07072022_result.TextGrid" 114 "niiet" "nüüd"
"2717" "07072022_result.TextGrid" 114 "teda" "seda"
"2718" "07072022_result.TextGrid" 114 "ma" "ma"
"2719" "07072022_result.TextGrid" 114 "ei" "ei"
"2720" "07072022_result.TextGrid" 114 "tea" "tea"
"2721" "07072022_result.TextGrid" 114 "okei" "####"
"2722" "07072022_result.TextGrid" 114 "jaa" "####"
"2723" "07072022_result.TextGrid" 114 "helina" "helina"
"2724" "07072022_result.TextGrid" 114 "on" "on"
"2725" "07072022_result.TextGrid" 114 "ross" "####"
"2726" "07072022_result.TextGrid" 114 "mathews" "####"
"2727" "07072022_result.TextGrid" 114 "jaa" "####"
"2728" "07072022_result.TextGrid" 114 "see" "rosmat"
"2729" "07072022_result.TextGrid" 115 "okei" "okei"
"2730" "07072022_result.TextGrid" 115 "väga" "väga"
"2731" "07072022_result.TextGrid" 115 "hea" "hea"
"2732" "07072022_result.TextGrid" 116 "ja" "ja"
"2733" "07072022_result.TextGrid" 116 "kes" "kes"
"2734" "07072022_result.TextGrid" 116 "aga" "aga"
"2735" "07072022_result.TextGrid" 116 "siis" "siis"
"2736" "07072022_result.TextGrid" 116 "meil" "meil"
"2737" "07072022_result.TextGrid" 116 "tekkiski" "tekkiski"
"2738" "07072022_result.TextGrid" 116 "küsimus" "küsimus"
"2739" "07072022_result.TextGrid" 116 "et" "et"
"2740" "07072022_result.TextGrid" 116 "kes" "kes"
"2741" "07072022_result.TextGrid" 116 "on" "on"
"2742" "07072022_result.TextGrid" 116 "see" "see"
"2743" "07072022_result.TextGrid" 116 "carter" "karen"
"2744" "07072022_result.TextGrid" 116 "kes" "kes"
"2745" "07072022_result.TextGrid" 116 "on" "on"
"2746" "07072022_result.TextGrid" 116 "see" "see"
"2747" "07072022_result.TextGrid" 116 "s" "####"
"2748" "07072022_result.TextGrid" 116 "nagu" "nagu"
"2749" "07072022_result.TextGrid" 116 "stiili" "stiili"
"2750" "07072022_result.TextGrid" 116 "ja" "ja"
"2751" "07072022_result.TextGrid" 116 "moeinimene" "moeinimene"
"2752" "07072022_result.TextGrid" 116 "seal" "seal"
"2753" "07072022_result.TextGrid" 117 "drag" "drag"
"2754" "07072022_result.TextGrid" 117 "paroodia" "paroodia"
"2755" "07072022_result.TextGrid" 117 "nagu" "####"
"2756" "07072022_result.TextGrid" 117 "sihuke" "selline"
"2757" "07072022_result.TextGrid" 117 "baltic" "baltic"
"2758" "07072022_result.TextGrid" 117 "okei" "####"
"2759" "07072022_result.TextGrid" 117 "jaa" "####"
"2760" "07072022_result.TextGrid" 117 "sina" "####"
"2761" "07072022_result.TextGrid" 117 "kirjutad" "ke"
"2762" "07072022_result.TextGrid" 117 "sina" "sina"
"2763" "07072022_result.TextGrid" 117 "kirjutad" "####"
"2764" "07072022_result.TextGrid" 117 "mis" "####"
"2765" "07072022_result.TextGrid" 117 "ma" "####"
"2766" "07072022_result.TextGrid" 117 "nüüd" "####"
"2767" "07072022_result.TextGrid" 117 "teen" "####"
"2768" "07072022_result.TextGrid" 117 "jaa" "####"
"2769" "07072022_result.TextGrid" 117 "ei" "####"
"2770" "07072022_result.TextGrid" 117 "that" "####"
"2771" "07072022_result.TextGrid" 117 "was" "####"
"2772" "07072022_result.TextGrid" 117 "so" "####"
"2773" "07072022_result.TextGrid" 117 "much" "####"
"2774" "07072022_result.TextGrid" 117 "totally" "####"
"2775" "07072022_result.TextGrid" 117 "scripted" "####"
"2776" "07072022_result.TextGrid" 117 "yeah" "####"
"2777" "07072022_result.TextGrid" 117 "totally" "ki"
"2778" "07072022_result.TextGrid" 118 "oh" "ma"
"2779" "07072022_result.TextGrid" 118 "my" "iga"
"2780" "07072022_result.TextGrid" 118 "god" "et"
"2781" "07072022_result.TextGrid" 118 "ma" "ma"
"2782" "07072022_result.TextGrid" 118 "tahaks" "tahaks"
"2783" "07072022_result.TextGrid" 118 "täiega" "täiega"
"2784" "07072022_result.TextGrid" 118 "seal" "seal"
"2785" "07072022_result.TextGrid" 118 "esineda" "esineda"
"2786" "07072022_result.TextGrid" 118 "jaa" "####"
"2787" "07072022_result.TextGrid" 118 "mitte" "mitte"
"2788" "07072022_result.TextGrid" 118 "esineda" "esineda"
"2789" "07072022_result.TextGrid" 118 "osaleda" "osaleda"
"2790" "07072022_result.TextGrid" 118 "no" "####"
"2791" "07072022_result.TextGrid" 118 "et" "####"
"2792" "07072022_result.TextGrid" 118 "no" "####"
"2793" "07072022_result.TextGrid" 118 "davai" "####"
"2794" "07072022_result.TextGrid" 118 "hakkame" "hakkame"
"2795" "07072022_result.TextGrid" 118 "tegema" "tegema"
"2796" "07072022_result.TextGrid" 118 "jah" "####"
"2797" "07072022_result.TextGrid" 118 "müüme" "####"
"2798" "07072022_result.TextGrid" 118 "maha" "####"
"2799" "07072022_result.TextGrid" 118 "jaa" "####"
"2800" "07072022_result.TextGrid" 118 "et" "####"
"2801" "07072022_result.TextGrid" 118 "kui" "####"
"2802" "07072022_result.TextGrid" 118 "kellelgi" "####"
"2803" "07072022_result.TextGrid" 118 "on" "####"
"2804" "07072022_result.TextGrid" 118 "raha" "####"
"2805" "07072022_result.TextGrid" 118 "siis" "####"
"2806" "07072022_result.TextGrid" 118 "võtke" "####"
"2807" "07072022_result.TextGrid" 118 "ühendust" "####"
"2808" "07072022_result.TextGrid" 119 "tv3le" "####"
"2809" "07072022_result.TextGrid" 119 "jaa" "####"
"2810" "07072022_result.TextGrid" 119 "produtsendid" "tv3e"
"2811" "07072022_result.TextGrid" 120 "ei" "####"
"2812" "07072022_result.TextGrid" 120 "ole" "####"
"2813" "07072022_result.TextGrid" 120 "produtsendid" "produtsendid"
"2814" "07072022_result.TextGrid" 120 "meie" "meie"
"2815" "07072022_result.TextGrid" 120 "number" "number"
"2816" "07072022_result.TextGrid" 120 "on" "on"
"2817" "07072022_result.TextGrid" 120 "ei" "ei"
"2818" "07072022_result.TextGrid" 120 "ole" "ole"
"2819" "07072022_result.TextGrid" 120 "aga" "aga"
"2820" "07072022_result.TextGrid" 120 "räägime" "räägime"
"2821" "07072022_result.TextGrid" 120 "nüüd" "nüüd"
"2822" "07072022_result.TextGrid" 120 "sellest" "sellest"
"2823" "07072022_result.TextGrid" 120 "sünnipäevapeost" "sünnipäevapeost"
"2824" "07072022_result.TextGrid" 120 "räägime" "####"
"2825" "07072022_result.TextGrid" 120 "jah" "####"
"2826" "07072022_result.TextGrid" 120 "et" "et"
"2827" "07072022_result.TextGrid" 120 "tuleb" "tuleb"
"2828" "07072022_result.TextGrid" 120 "esinema" "esinema"
"2829" "07072022_result.TextGrid" 120 "hollandist" "####"
"2830" "07072022_result.TextGrid" 120 "from" "####"
"2831" "07072022_result.TextGrid" 120 "netherlands" "####"
"2832" "07072022_result.TextGrid" 120 "amsterdamist" "####"
"2833" "07072022_result.TextGrid" 120 "amsterdamist" "####"
"2834" "07072022_result.TextGrid" 120 "keta" "####"
"2835" "07072022_result.TextGrid" 120 "minaj" "####"
"2836" "07072022_result.TextGrid" 120 "mhmh" "####"
"2837" "07072022_result.TextGrid" 120 "aka" "####"
"2838" "07072022_result.TextGrid" 120 "the" "####"
"2839" "07072022_result.TextGrid" 120 "dutchess" "####"
"2840" "07072022_result.TextGrid" 121 "kuidas" "kuidas"
"2841" "07072022_result.TextGrid" 121 "te" "####"
"2842" "07072022_result.TextGrid" 121 "ta" "teda"
"2843" "07072022_result.TextGrid" 121 "saite" "saite"
"2844" "07072022_result.TextGrid" 122 "ja" "ja"
"2845" "07072022_result.TextGrid" 122 "mul" "mul"
"2846" "07072022_result.TextGrid" 122 "on" "on"
"2847" "07072022_result.TextGrid" 122 "ka" "ka"
"2848" "07072022_result.TextGrid" 122 "väike" "väike"
"2849" "07072022_result.TextGrid" 122 "saladus" "####"
"2850" "07072022_result.TextGrid" 122 "väike" "saladus"
"2851" "07072022_result.TextGrid" 122 "saladus" "saladus"
"2852" "07072022_result.TextGrid" 122 "####" "sooduskoodiga"
"2853" "07072022_result.TextGrid" 122 "sooduskoodiga" "bam"
"2854" "07072022_result.TextGrid" 122 "bämkringel" "gringel"
"2855" "07072022_result.TextGrid" 122 "saab" "saab"
"2856" "07072022_result.TextGrid" 122 "eelmüügist" "eelmüügist"
"2857" "07072022_result.TextGrid" 122 "pileti" "pileti"
"2858" "07072022_result.TextGrid" 122 "kõigest" "kõigest"
"2859" "07072022_result.TextGrid" 122 "viieteist" "viieteist"
"2860" "07072022_result.TextGrid" 122 "euroga" "####"
"2861" "07072022_result.TextGrid" 123 "nii" "nii"
"2862" "07072022_result.TextGrid" 123 "et" "et"
"2863" "07072022_result.TextGrid" 123 "ostke" "ostke"
"2864" "07072022_result.TextGrid" 123 "mhmh" "####"
"2865" "07072022_result.TextGrid" 123 "kindlasti" "kindlasti"
"2866" "07072022_result.TextGrid" 123 "enne" "enne"
"2867" "07072022_result.TextGrid" 123 "homset" "homset"
"2868" "07072022_result.TextGrid" 123 "õhtut" "õhtut"
"2869" "07072022_result.TextGrid" 123 "ära" "ära"
"2870" "07072022_result.TextGrid" 123 "see" "see"
"2871" "07072022_result.TextGrid" 123 "eelmüügi" "eel"
"2872" "07072022_result.TextGrid" 123 "pilet" "müügi"
"2873" "07072022_result.TextGrid" 123 "mhmh" "pilet"
"2874" "07072022_result.TextGrid" 124 "mina" "mina"
"2875" "07072022_result.TextGrid" 124 "mängiks" "mängiks"
"2876" "07072022_result.TextGrid" 124 "nüüd" "nüüd"
"2877" "07072022_result.TextGrid" 124 "ühe" "ühe"
"2878" "07072022_result.TextGrid" 124 "laulu" "laulu"
"2879" "07072022_result.TextGrid" 124 "jaa" "####"
"2880" "07072022_result.TextGrid" 124 "lõpetuseks" "lõpetuseks"
"2881" "07072022_result.TextGrid" 124 "enne" "enne"
"2882" "07072022_result.TextGrid" 124 "laulu" "laulu"
"2883" "07072022_result.TextGrid" 124 "ma" "ma"
"2884" "07072022_result.TextGrid" 124 "tahaks" "tahaks"
"2885" "07072022_result.TextGrid" 124 "renelt" "renelt"
"2886" "07072022_result.TextGrid" 124 "küsida" "küsida"
"2887" "07072022_result.TextGrid" 124 "et" "et"
"2888" "07072022_result.TextGrid" 124 "kes" "kes"
"2889" "07072022_result.TextGrid" 124 "on" "on"
"2890" "07072022_result.TextGrid" 124 "sinu" "sinu"
"2891" "07072022_result.TextGrid" 124 "lemmik" "lemmik"
"2892" "07072022_result.TextGrid" 124 "dj" "dj"
"2893" "07072022_result.TextGrid" 124 "kes" "kes"
"2894" "07072022_result.TextGrid" 124 "bämmil" "bammil"
"2895" "07072022_result.TextGrid" 124 "mänginud" "mänginud"
"2896" "07072022_result.TextGrid" 124 "on" "on"
"2897" "07072022_result.TextGrid" 125 "te" "te"
"2898" "07072022_result.TextGrid" 125 "istute" "istute"
"2899" "07072022_result.TextGrid" 125 "mu" "mu"
"2900" "07072022_result.TextGrid" 125 "ees" "ees"
"2901" "07072022_result.TextGrid" 125 "fuck" "####"
"2902" "07072022_result.TextGrid" 125 "off" "####"
"2903" "07072022_result.TextGrid" 125 "of" "####"
"2904" "07072022_result.TextGrid" 125 "course" "####"
"2905" "07072022_result.TextGrid" 126 "santi" "sandi"
"2906" "07072022_result.TextGrid" 126 "siis" "siis"
"2907" "07072022_result.TextGrid" 126 "ühesõnaga" "ühesõnaga"
"2908" "07072022_result.TextGrid" 126 "jah" "####"
"2909" "07072022_result.TextGrid" 126 "thats" "####"
"2910" "07072022_result.TextGrid" 126 "right" "####"
"2911" "07072022_result.TextGrid" 126 "jah" "####"
"2912" "07072022_result.TextGrid" 127 "aga" "aga"
"2913" "07072022_result.TextGrid" 127 "aga" "aga"
"2914" "07072022_result.TextGrid" 127 "jah" "jah"
"2915" "07072022_result.TextGrid" 127 "suur" "suur"
"2916" "07072022_result.TextGrid" 127 "aitäh" "aitäh"
"2917" "07072022_result.TextGrid" 127 "sulle" "sulle"
"2918" "07072022_result.TextGrid" 127 "rene" "rene"
"2919" "07072022_result.TextGrid" 127 "aitäh" "####"
"2920" "07072022_result.TextGrid" 127 "teile" "####"
"2921" "07072022_result.TextGrid" 127 "mul" "mul"
"2922" "07072022_result.TextGrid" 127 "oli" "oli"
"2923" "07072022_result.TextGrid" 127 "väga" "väga"
"2924" "07072022_result.TextGrid" 127 "põnev" "põnev"
"2925" "07072022_result.TextGrid" 127 "tahaks" "tahaks"
"2926" "07072022_result.TextGrid" 127 "et" "et"
"2927" "07072022_result.TextGrid" 127 "saaks" "saaks"
"2928" "07072022_result.TextGrid" 127 "kauemgi" "kauemgi"
"2929" "07072022_result.TextGrid" 127 "rääkida" "rääkida"
"2930" "07072022_result.TextGrid" 127 "aga" "aga"
"2931" "07072022_result.TextGrid" 127 "kahjuks" "kahjuks"
"2932" "07072022_result.TextGrid" 127 "ei" "ei"
"2933" "07072022_result.TextGrid" 127 "saa" "saa"
"2934" "07072022_result.TextGrid" 127 "laul" "laul"
"2935" "07072022_result.TextGrid" 127 "mille" "mille"
"2936" "07072022_result.TextGrid" 127 "ma" "ma"
"2937" "07072022_result.TextGrid" 127 "panen" "panen"
"2938" "07072022_result.TextGrid" 127 "tuli" "tuli"
"2939" "07072022_result.TextGrid" 127 "niimoodi" "niimoodi"
"2940" "07072022_result.TextGrid" 127 "minu" "minu"
"2941" "07072022_result.TextGrid" 127 "juurde" "juurde"
"2942" "07072022_result.TextGrid" 127 "et" "et"
"2943" "07072022_result.TextGrid" 127 "ma" "ma"
"2944" "07072022_result.TextGrid" 127 "tegin" "tegin"
